Effective date ,S&P 500 Financials Bond Index,S&P 500  Consumer Discretionary Bond Index,S&P 500  Energy Bond Index,S&P 500 Telecommunication Services Bond Index,S&P 500  Industrials Bond Index
8/11/2016,2.61,3,3.23,3.53,2.6
9/11/2016,2.73,3.16,3.37,3.66,2.76
10/11/2016,2.73,3.17,3.36,3.65,2.77
14/11/2016,2.83,3.25,3.46,3.77,2.85
15/11/2016,2.84,3.26,3.47,3.8,2.86
16/11/2016,2.82,3.24,3.43,3.79,2.83
17/11/2016,2.86,3.29,3.47,3.86,2.88
18/11/2016,2.9,3.33,3.53,3.89,2.92
21/11/2016,2.92,3.35,3.54,3.91,2.93
22/11/2016,2.91,3.34,3.53,3.89,2.92
23/11/2016,2.95,3.37,3.56,3.9,2.96
25/11/2016,2.96,3.38,3.58,3.91,2.97
28/11/2016,2.92,3.34,3.54,3.86,2.92
29/11/2016,2.9,3.31,3.52,3.83,2.9
30/11/2016,2.94,3.35,3.53,3.87,2.95
1/12/2016,3,3.43,3.56,3.93,3.03
2/12/2016,2.95,3.38,3.51,3.9,2.98
5/12/2016,2.96,3.38,3.5,3.89,2.98
6/12/2016,2.96,3.39,3.5,3.89,2.99
7/12/2016,2.92,3.34,3.45,3.85,2.94
8/12/2016,2.94,3.37,3.48,3.88,2.97
9/12/2016,2.98,3.43,3.52,3.92,3.03
12/12/2016,2.98,3.44,3.5,3.92,3.02
13/12/2016,2.99,3.44,3.48,3.92,3.03
14/12/2016,3.04,3.48,3.52,3.95,3.08
15/12/2016,3.08,3.52,3.55,3.98,3.11
16/12/2016,3.09,3.53,3.56,4.01,3.12
19/12/2016,3.05,3.48,3.51,3.95,3.07
20/12/2016,3.07,3.51,3.53,4,3.1
21/12/2016,3.05,3.48,3.5,3.99,3.08
22/12/2016,3.05,3.48,3.5,3.97,3.07
23/12/2016,3.05,3.47,3.49,3.96,3.06
27/12/2016,3.07,3.5,3.51,3.99,3.11
28/12/2016,3.02,3.44,3.46,3.93,3.05
29/12/2016,2.98,3.41,3.42,3.9,2.99
30/12/2016,2.96,3.38,3.4,3.86,2.97
3/1/2017,2.99,3.4,3.41,3.85,3.01
4/1/2017,2.98,3.39,3.4,3.82,3
5/1/2017,2.92,3.32,3.31,3.75,2.92
6/1/2017,2.97,3.37,3.36,3.8,2.97
9/1/2017,2.94,3.34,3.32,3.77,2.93
10/1/2017,2.94,3.34,3.32,3.81,2.94
11/1/2017,2.93,3.34,3.3,3.8,2.93
12/1/2017,2.93,3.34,3.3,3.78,2.92
13/01/2017,2.94,3.35,3.31,3.8,2.93
17/01/2017,2.9,3.3,3.28,3.75,2.89
18/01/2017,2.96,3.36,3.32,3.81,2.93
19/01/2017,3,3.41,3.38,3.86,2.98
20/01/2017,2.99,3.4,3.37,3.86,2.98
23/01/2017,2.93,3.34,3.33,3.81,2.91
24/01/2017,2.98,3.4,3.39,3.88,2.97
25/01/2017,3.01,3.44,3.41,3.86,3.01
26/01/2017,2.98,3.42,3.34,3.87,2.99
27/01/2017,2.96,3.4,3.32,3.85,2.96
30/01/2017,2.96,3.41,3.34,3.89,2.97
31/01/2017,2.94,3.39,3.32,3.89,2.95
1/2/2017,2.98,3.42,3.35,3.93,2.97
2/2/2017,2.97,3.41,3.34,3.93,2.97
3/2/2017,2.98,3.43,3.36,3.96,2.98
6/2/2017,2.91,3.35,3.29,3.87,2.91
7/2/2017,2.9,3.35,3.28,3.86,2.9
8/2/2017,2.88,3.31,3.26,3.85,2.87
9/2/2017,2.92,3.36,3.3,3.9,2.92
10/2/2017,2.92,3.37,3.32,3.94,2.93
13/02/2017,2.93,3.38,3.33,3.95,2.94
14/02/2017,2.96,3.41,3.35,3.96,2.98
15/02/2017,2.97,3.43,3.38,3.97,2.99
16/02/2017,2.92,3.38,3.33,3.91,2.95
17/02/2017,2.91,3.36,3.31,3.89,2.93
21/02/2017,2.91,3.36,3.32,3.89,2.93
22/02/2017,2.9,3.35,3.31,3.88,2.92
23/02/2017,2.87,3.31,3.28,3.85,2.89
24/02/2017,2.81,3.25,3.23,3.78,2.83
27/02/2017,2.85,3.29,3.27,3.81,2.88
28/02/2017,2.85,3.29,3.27,3.8,2.87
1/3/2017,2.95,3.39,3.37,3.97,2.98
2/3/2017,2.97,3.4,3.39,3.96,3
3/3/2017,2.96,3.39,3.38,3.97,2.99
6/3/2017,2.97,3.39,3.39,3.99,3
7/3/2017,3,3.41,3.42,4.05,3.02
8/3/2017,3.03,3.46,3.46,4.1,3.05
9/3/2017,3.08,3.51,3.53,4.16,3.09
10/3/2017,3.07,3.49,3.53,4.13,3.08
13/03/2017,3.1,3.52,3.55,4.19,3.11
14/03/2017,3.1,3.51,3.55,4.17,3.1
15/03/2017,3.02,3.43,3.48,4.07,3.03
16/03/2017,3.03,3.45,3.48,4.06,3.05
17/03/2017,3.02,3.43,3.47,4.03,3.03
20/03/2017,2.99,3.41,3.44,4,3.01
21/03/2017,2.97,3.38,3.42,3.96,2.98
22/03/2017,2.95,3.35,3.41,3.94,2.96
23/03/2017,2.96,3.37,3.43,3.97,2.97
24/03/2017,2.95,3.35,3.41,3.96,2.96
27/03/2017,2.94,3.34,3.41,3.96,2.94
28/03/2017,2.97,3.38,3.43,3.94,2.98
29/03/2017,2.95,3.35,3.39,3.95,2.96
30/03/2017,2.96,3.37,3.39,3.98,2.98
31/03/2017,2.93,3.35,3.36,3.97,2.96
3/4/2017,2.91,3.33,3.32,3.94,2.93
4/4/2017,2.92,3.33,3.32,3.95,2.94
5/4/2017,2.91,3.33,3.33,3.94,2.94
6/4/2017,2.91,3.32,3.31,3.83,2.93
7/4/2017,2.94,3.35,3.34,3.84,2.96
10/4/2017,2.93,3.35,3.34,3.82,2.95
11/4/2017,2.88,3.28,3.27,3.7,2.89
12/4/2017,2.88,3.29,3.27,3.71,2.89
13/04/2017,2.83,3.23,3.23,3.64,2.85
17/04/2017,2.85,3.26,3.26,3.89,2.86
18/04/2017,2.81,3.2,3.19,3.82,2.81
19/04/2017,2.82,3.22,3.22,3.84,2.83
20/04/2017,2.86,3.26,3.23,3.89,2.86
21/04/2017,2.85,3.25,3.22,3.88,2.85
24/04/2017,2.88,3.28,3.26,3.91,2.88
25/04/2017,2.91,3.32,3.29,3.95,2.93
26/04/2017,2.9,3.3,3.25,3.92,2.91
27/04/2017,2.88,3.29,3.24,3.91,2.9
28/04/2017,2.87,3.28,3.22,3.9,2.89
1/5/2017,2.92,3.33,3.3,3.95,2.94
2/5/2017,2.9,3.3,3.26,3.91,2.91
3/5/2017,2.92,3.31,3.27,3.92,2.91
4/5/2017,2.94,3.35,3.31,3.96,2.94
5/5/2017,2.94,3.34,3.32,3.96,2.94
8/5/2017,2.93,3.36,3.34,3.97,2.95
9/5/2017,2.96,3.38,3.36,3.97,2.97
10/5/2017,2.95,3.37,3.35,3.97,2.96
11/5/2017,2.93,3.36,3.32,3.94,2.95
12/5/2017,2.89,3.31,3.26,3.88,2.9
15/05/2017,2.88,3.32,3.26,3.9,2.91
16/05/2017,2.87,3.3,3.24,3.87,2.9
17/05/2017,2.81,3.21,3.15,3.8,2.81
18/05/2017,2.83,3.23,3.18,3.83,2.84
19/05/2017,2.83,3.24,3.2,3.83,2.85
22/05/2017,2.84,3.25,3.19,3.84,2.85
23/05/2017,2.86,3.27,3.22,3.86,2.87
24/05/2017,2.85,3.25,3.2,3.85,2.86
25/05/2017,2.84,3.25,3.19,3.84,2.85
26/05/2017,2.85,3.25,3.2,3.84,2.85
30/05/2017,2.82,3.22,3.18,3.8,2.83
31/05/2017,2.81,3.21,3.17,3.8,2.82
1/6/2017,2.84,3.23,3.2,3.82,2.85
2/6/2017,2.82,3.19,3.16,3.78,2.81
5/6/2017,2.82,3.2,3.18,3.8,2.83
6/6/2017,2.8,3.18,3.15,3.75,2.8
7/6/2017,2.82,3.2,3.19,3.77,2.83
8/6/2017,2.83,3.21,3.2,3.8,2.84
9/6/2017,2.84,3.21,3.2,3.79,2.84
12/6/2017,2.85,3.22,3.22,3.81,2.86
13/06/2017,2.85,3.22,3.21,3.8,2.86
14/06/2017,2.82,3.16,3.15,3.72,2.8
15/06/2017,2.82,3.19,3.18,3.76,2.83
16/06/2017,2.81,3.18,3.18,3.75,2.82
19/06/2017,2.83,3.2,3.2,3.77,2.84
20/06/2017,2.8,3.16,3.19,3.74,2.81
21/06/2017,2.81,3.16,3.2,3.73,2.81
22/06/2017,2.8,3.16,3.22,3.75,2.8
23/06/2017,2.79,3.15,3.22,3.74,2.79
26/06/2017,2.78,3.14,3.2,3.73,2.79
27/06/2017,2.82,3.19,3.23,3.78,2.83
28/06/2017,2.81,3.19,3.24,3.79,2.83
29/06/2017,2.84,3.21,3.25,3.79,2.86
30/06/2017,2.85,3.24,3.28,3.82,2.88
3/7/2017,2.89,3.27,3.34,3.85,2.92
5/7/2017,2.88,3.26,3.33,3.82,2.92
6/7/2017,2.88,3.27,3.34,3.86,2.93
7/7/2017,2.88,3.27,3.36,3.87,2.93
10/7/2017,2.86,3.26,3.36,3.85,2.92
11/7/2017,2.86,3.26,3.35,3.86,2.91
12/7/2017,2.82,3.22,3.29,3.83,2.88
13/07/2017,2.83,3.22,3.3,3.84,2.88
14/07/2017,2.82,3.2,3.29,3.82,2.87
17/07/2017,2.81,3.19,3.28,3.82,2.86
18/07/2017,2.78,3.15,3.24,3.79,2.83
19/07/2017,2.78,3.15,3.24,3.81,2.83
20/07/2017,2.78,3.15,3.23,3.79,2.83
21/07/2017,2.76,3.12,3.21,3.77,2.8
24/07/2017,2.77,3.13,3.23,3.78,2.81
25/07/2017,2.82,3.19,3.28,3.83,2.87
26/07/2017,2.76,3.15,3.23,3.78,2.83
27/07/2017,2.78,3.16,3.24,3.81,2.85
28/07/2017,2.77,3.16,3.22,3.78,2.84
31/07/2017,2.76,3.16,3.22,3.8,2.84
1/8/2017,2.76,3.14,3.22,3.75,2.81
2/8/2017,2.76,3.16,3.24,3.77,2.82
3/8/2017,2.74,3.14,3.2,3.77,2.8
4/8/2017,2.76,3.16,3.21,3.8,2.8
7/8/2017,2.76,3.18,3.25,3.81,2.83
8/8/2017,2.79,3.2,3.26,3.84,2.85
9/8/2017,2.8,3.18,3.25,3.82,2.83
10/8/2017,2.79,3.18,3.24,3.81,2.83
11/8/2017,2.77,3.19,3.26,3.83,2.83
14/08/2017,2.79,3.21,3.28,3.83,2.84
15/08/2017,2.81,3.21,3.27,3.84,2.85
16/08/2017,2.76,3.18,3.24,3.79,2.82
17/08/2017,2.75,3.16,3.26,3.78,2.8
18/08/2017,2.76,3.17,3.27,3.79,2.81
21/08/2017,2.75,3.16,3.27,3.78,2.79
22/08/2017,2.77,3.2,3.31,3.8,2.82
23/08/2017,2.74,3.18,3.24,3.78,2.8
24/08/2017,2.76,3.18,3.25,3.8,2.81
25/08/2017,2.75,3.18,3.24,3.78,2.8
28/08/2017,2.74,3.17,3.23,3.77,2.8
29/08/2017,2.73,3.17,3.22,3.77,2.8
30/08/2017,2.73,3.16,3.22,3.77,2.79
31/08/2017,2.72,3.15,3.21,3.74,2.78
1/9/2017,2.76,3.19,3.26,3.87,2.82
5/9/2017,2.7,3.14,3.22,3.82,2.78
6/9/2017,2.73,3.16,3.22,3.85,2.78
7/9/2017,2.7,3.12,3.18,3.82,2.74
8/9/2017,2.71,3.13,3.19,3.85,2.75
11/9/2017,2.75,3.18,3.23,3.88,2.79
12/9/2017,2.78,3.21,3.26,3.9,2.83
13/09/2017,2.79,3.22,3.27,3.89,2.84
14/09/2017,2.79,3.22,3.25,3.87,2.84
15/09/2017,2.79,3.22,3.27,3.85,2.85
18/09/2017,2.81,3.23,3.27,3.85,2.86
19/09/2017,2.81,3.22,3.27,3.83,2.86
20/09/2017,2.84,3.25,3.28,3.85,2.89
21/09/2017,2.83,3.24,3.27,3.86,2.88
22/09/2017,2.82,3.24,3.27,3.86,2.87
25/09/2017,2.79,3.2,3.22,3.82,2.83
26/09/2017,2.8,3.2,3.24,3.83,2.84
27/09/2017,2.84,3.25,3.29,3.87,2.89
28/09/2017,2.81,3.22,3.26,3.83,2.88
29/09/2017,2.82,3.23,3.27,3.82,2.89
2/10/2017,2.83,3.24,3.28,3.82,2.89
3/10/2017,2.81,3.21,3.25,3.79,2.89
4/10/2017,2.81,3.22,3.26,3.81,2.89
5/10/2017,2.82,3.23,3.27,3.83,2.9
6/10/2017,2.83,3.23,3.27,3.84,2.91
10/10/2017,2.8,3.22,3.26,3.82,2.9
11/10/2017,2.81,3.22,3.25,3.85,2.9
12/10/2017,2.79,3.21,3.24,3.85,2.89
13/10/2017,2.76,3.18,3.21,3.81,2.86
16/10/2017,2.8,3.2,3.22,3.82,2.89
17/10/2017,2.79,3.2,3.22,3.83,2.88
18/10/2017,2.82,3.22,3.24,3.86,2.91
19/10/2017,2.81,3.21,3.23,3.84,2.89
20/10/2017,2.84,3.23,3.26,3.85,2.92
23/10/2017,2.83,3.23,3.25,3.84,2.92
24/10/2017,2.85,3.24,3.25,3.86,2.94
25/10/2017,2.87,3.27,3.28,3.91,2.96
26/10/2017,2.88,3.27,3.29,3.9,2.96
27/10/2017,2.86,3.26,3.27,3.88,2.96
30/10/2017,2.82,3.22,3.22,3.84,2.91
31/10/2017,2.83,3.23,3.21,3.87,2.91
1/11/2017,2.84,3.26,3.25,3.87,2.94
2/11/2017,2.83,3.25,3.23,3.86,2.92
3/11/2017,2.84,3.25,3.23,3.86,2.92
6/11/2017,2.83,3.25,3.21,3.85,2.9
7/11/2017,2.83,3.26,3.21,3.9,2.91
8/11/2017,2.86,3.28,3.24,3.9,2.92
9/11/2017,2.87,3.29,3.27,3.92,2.94
10/11/2017,2.92,3.36,3.32,3.98,2.99
13/11/2017,2.9,3.36,3.32,3.98,3
14/11/2017,2.91,3.35,3.31,3.97,3
15/11/2017,2.9,3.34,3.3,3.97,2.98
16/11/2017,2.92,3.35,3.33,3.97,3
17/11/2017,2.91,3.35,3.32,3.96,3
20/11/2017,2.93,3.36,3.34,3.96,3
21/11/2017,2.92,3.35,3.34,3.94,3
22/11/2017,2.88,3.31,3.3,3.9,2.97
24/11/2017,2.94,3.31,3.31,3.91,2.98
27/11/2017,2.92,3.31,3.31,3.9,2.98
28/11/2017,2.93,3.31,3.31,3.92,2.98
29/11/2017,2.95,3.33,3.34,3.87,2.97
30/11/2017,2.95,3.36,3.36,3.88,3.01
1/12/2017,2.92,3.34,3.37,3.92,3.04
4/12/2017,2.93,3.34,3.38,3.95,3.04
5/12/2017,2.92,3.32,3.36,3.93,3.03
6/12/2017,2.91,3.31,3.34,3.93,3.02
7/12/2017,2.94,3.34,3.38,3.97,3.05
8/12/2017,2.93,3.33,3.38,3.96,3.04
11/12/2017,2.93,3.33,3.38,3.97,3.05
12/12/2017,2.94,3.34,3.4,3.97,3.06
13/12/2017,2.9,3.3,3.34,3.92,3.02
14/12/2017,2.9,3.29,3.33,3.92,3.01
15/12/2017,2.92,3.29,3.34,3.91,3.02
18/12/2017,2.94,3.31,3.37,3.95,3.04
19/12/2017,2.98,3.36,3.4,4,3.07
20/12/2017,3.01,3.39,3.43,4.01,3.11
21/12/2017,3,3.37,3.4,3.98,3.09
22/12/2017,3.01,3.38,3.42,3.99,3.1
26/12/2017,3,3.36,3.39,3.96,3.08
27/12/2017,2.97,3.32,3.37,3.91,3.05
28/12/2017,2.98,3.33,3.36,3.93,3.06
29/12/2017,2.96,3.31,3.34,3.91,3.04
2/1/2018,3.02,3.35,3.41,4.01,3.09
3/1/2018,3.01,3.33,3.38,3.99,3.07
4/1/2018,3.03,3.35,3.39,4.01,3.09
5/1/2018,3.04,3.36,3.41,4,3.1
8/1/2018,3.04,3.36,3.4,3.98,3.11
9/1/2018,3.07,3.39,3.43,4,3.14
10/1/2018,3.07,3.39,3.43,3.97,3.13
11/1/2018,3.05,3.36,3.4,3.95,3.11
12/1/2018,3.07,3.37,3.4,3.96,3.13
16/01/2018,3.06,3.37,3.4,3.96,3.13
17/01/2018,3.1,3.41,3.44,4.02,3.17
18/01/2018,3.12,3.42,3.46,4.05,3.2
19/01/2018,3.14,3.45,3.48,4.06,3.21
22/01/2018,3.16,3.48,3.5,4.1,3.25
23/01/2018,3.13,3.45,3.47,4.08,3.22
24/01/2018,3.15,3.47,3.48,4.08,3.24
25/01/2018,3.12,3.44,3.43,4.01,3.2
26/01/2018,3.16,3.46,3.47,4.04,3.23
29/01/2018,3.17,3.48,3.49,4.04,3.26
30/01/2018,3.18,3.5,3.51,4.07,3.28
31/01/2018,3.18,3.49,3.5,4.04,3.27
1/2/2018,3.22,3.53,3.54,4.08,3.32
2/2/2018,3.26,3.58,3.61,4.13,3.36
5/2/2018,3.21,3.54,3.56,4.1,3.32
6/2/2018,3.22,3.55,3.58,4.13,3.33
7/2/2018,3.27,3.6,3.63,4.14,3.38
8/2/2018,3.29,3.62,3.64,4.15,3.38
9/2/2018,3.3,3.62,3.66,4.19,3.39
12/2/2018,3.34,3.65,3.69,4.22,3.4
13/02/2018,3.37,3.68,3.72,4.26,3.42
14/02/2018,3.43,3.73,3.77,4.29,3.47
15/02/2018,3.41,3.71,3.75,4.22,3.47
16/02/2018,3.4,3.71,3.74,4.22,3.47
20/02/2018,3.42,3.72,3.76,4.24,3.49
21/02/2018,3.45,3.76,3.8,4.3,3.52
22/02/2018,3.43,3.75,3.78,4.25,3.5
23/02/2018,3.41,3.72,3.76,4.24,3.49
26/02/2018,3.4,3.71,3.75,4.23,3.48
27/02/2018,3.45,3.75,3.78,4.27,3.51
28/02/2018,3.45,3.75,3.78,4.25,3.51
1/3/2018,3.43,3.73,3.83,4.25,3.5
2/3/2018,3.47,3.77,3.87,4.3,3.54
5/3/2018,3.49,3.8,3.89,4.3,3.56
6/3/2018,3.5,3.79,3.87,4.26,3.56
7/3/2018,3.51,3.8,3.89,4.28,3.56
8/3/2018,3.5,3.8,3.89,4.27,3.57
9/3/2018,3.53,3.82,3.91,4.27,3.58
12/3/2018,3.54,3.83,3.9,4.32,3.58
13/03/2018,3.54,3.82,3.9,4.32,3.58
14/03/2018,3.53,3.82,3.89,4.3,3.57
15/03/2018,3.56,3.83,3.91,4.33,3.58
16/03/2018,3.57,3.84,3.92,4.33,3.59
19/03/2018,3.58,3.84,3.92,4.32,3.6
20/03/2018,3.61,3.86,3.95,4.35,3.63
21/03/2018,3.63,3.89,3.96,4.36,3.65
22/03/2018,3.6,3.88,3.95,4.34,3.64
23/03/2018,3.6,3.86,3.94,4.33,3.63
26/03/2018,3.62,3.88,3.96,4.32,3.64
27/03/2018,3.58,3.83,3.98,4.27,3.61
28/03/2018,3.58,3.83,3.97,4.28,3.61
29/03/2018,3.55,3.8,3.94,4.21,3.57
2/4/2018,3.55,3.79,3.88,4.21,3.56
3/4/2018,3.59,3.83,3.92,4.25,3.61
4/4/2018,3.59,3.84,3.93,4.18,3.63
5/4/2018,3.6,3.84,3.93,4.15,3.63
6/4/2018,3.54,3.8,3.89,4.1,3.6
9/4/2018,3.54,3.79,3.89,4.08,3.59
10/4/2018,3.55,3.79,3.88,4.07,3.59
11/4/2018,3.54,3.79,3.87,4.09,3.59
12/4/2018,3.57,3.8,3.89,4.07,3.61
13/04/2018,3.58,3.82,3.89,4.06,3.62
16/04/2018,3.58,3.82,3.89,4.04,3.62
17/04/2018,3.57,3.8,3.88,4.24,3.61
18/04/2018,3.61,3.85,3.91,4.29,3.66
19/04/2018,3.65,3.88,3.95,4.33,3.69
20/04/2018,3.67,3.93,4,4.36,3.72
23/04/2018,3.69,3.94,4.01,4.38,3.73
24/04/2018,3.7,3.95,4.02,4.39,3.75
25/04/2018,3.73,3.99,4.06,4.43,3.78
26/04/2018,3.71,3.97,4.05,4.42,3.77
27/04/2018,3.69,3.95,4.01,4.41,3.74
30/04/2018,3.69,3.93,4.01,4.22,3.73
1/5/2018,3.73,3.98,4.05,4.45,3.8
2/5/2018,3.73,3.99,4.05,4.46,3.8
3/5/2018,3.73,3.98,4.05,4.46,3.79
4/5/2018,3.72,3.97,4.05,4.47,3.79
7/5/2018,3.73,3.98,4.05,4.48,3.79
8/5/2018,3.74,4,4.07,4.5,3.81
9/5/2018,3.77,4.04,4.09,4.5,3.83
10/5/2018,3.75,4.02,4.07,4.47,3.82
11/5/2018,3.74,4,4.06,4.45,3.8
14/05/2018,3.75,4.01,4.07,4.45,3.8
15/05/2018,3.8,4.07,4.13,4.52,3.86
16/05/2018,3.82,4.09,4.14,4.55,3.88
17/05/2018,3.82,4.1,4.14,4.56,3.89
18/05/2018,3.79,4.07,4.11,4.54,3.86
21/05/2018,3.8,4.07,4.1,4.54,3.85
22/05/2018,3.8,4.07,4.1,4.55,3.86
23/05/2018,3.75,4.03,4.05,4.5,3.82
24/05/2018,3.73,4.01,4.04,4.48,3.8
25/05/2018,3.7,3.98,4,4.45,3.77
29/05/2018,3.58,3.87,3.89,4.35,3.65
30/05/2018,3.67,3.93,3.96,4.43,3.71
31/05/2018,3.66,3.92,3.95,4.41,3.7
1/6/2018,3.71,3.98,4.04,4.47,3.75
4/6/2018,3.74,4.02,4.07,4.5,3.78
5/6/2018,3.73,4.02,4.08,4.49,3.78
6/6/2018,3.77,4.07,4.12,4.56,3.82
7/6/2018,3.74,4.04,4.09,4.51,3.8
8/6/2018,3.75,4.04,4.1,4.55,3.8
11/6/2018,3.77,4.06,4.12,4.55,3.81
12/6/2018,3.77,4.06,4.11,4.54,3.81
13/06/2018,3.8,4.09,4.14,4.56,3.84
14/06/2018,3.78,4.07,4.11,4.53,3.82
15/06/2018,3.77,4.06,4.11,4.53,3.81
18/06/2018,3.77,4.07,4.12,4.56,3.81
19/06/2018,3.76,4.07,4.11,4.58,3.8
20/06/2018,3.8,4.09,4.16,4.61,3.83
21/06/2018,3.79,4.1,4.17,4.64,3.83
22/06/2018,3.8,4.11,4.18,4.64,3.84
25/06/2018,3.79,4.1,4.16,4.63,3.83
26/06/2018,3.8,4.1,4.16,4.62,3.81
27/06/2018,3.76,4.07,4.12,4.59,3.78
28/06/2018,3.78,4.09,4.13,4.62,3.78
29/06/2018,3.78,4.09,4.13,4.62,3.79
2/7/2018,3.81,4.08,4.15,4.62,3.82
3/7/2018,3.78,4.06,4.14,4.59,3.8
5/7/2018,3.79,4.05,4.12,4.57,3.8
6/7/2018,3.77,4.04,4.11,4.56,3.79
9/7/2018,3.78,4.03,4.1,4.53,3.79
10/7/2018,3.79,4.05,4.11,4.53,3.8
11/7/2018,3.76,4.02,4.09,4.51,3.78
12/7/2018,3.77,4.02,4.09,4.49,3.78
13/07/2018,3.75,4,4.07,4.47,3.75
16/07/2018,3.77,4.01,4.08,4.5,3.77
17/07/2018,3.78,4.01,4.09,4.5,3.78
18/07/2018,3.78,4.03,4.11,4.52,3.79
19/07/2018,3.76,4.01,4.06,4.51,3.77
20/07/2018,3.77,4.02,4.09,4.54,3.79
23/07/2018,3.82,4.07,4.13,4.57,3.83
24/07/2018,3.79,4.05,4.12,4.53,3.82
25/07/2018,3.79,4.04,4.09,4.51,3.82
26/07/2018,3.81,4.06,4.12,4.51,3.84
27/07/2018,3.79,4.04,4.11,4.47,3.82
30/07/2018,3.79,4.05,4.1,4.48,3.82
31/07/2018,3.77,4.02,4.07,4.46,3.8
1/8/2018,3.8,4.04,4.1,4.51,3.82
2/8/2018,3.78,4.04,4.09,4.51,3.81
3/8/2018,3.74,4,4.05,4.46,3.78
6/8/2018,3.73,3.99,4.04,4.44,3.78
7/8/2018,3.76,4.01,4.06,4.46,3.79
8/8/2018,3.75,4.02,4.07,4.48,3.8
9/8/2018,3.73,4.01,4.05,4.48,3.78
10/8/2018,3.69,3.96,4,4.45,3.75
13/08/2018,3.71,3.98,4.04,4.48,3.77
14/08/2018,3.73,4,4.05,4.46,3.77
15/08/2018,3.69,3.97,4.03,4.42,3.75
16/08/2018,3.7,3.97,4.03,4.4,3.75
17/08/2018,3.7,3.97,4.03,4.41,3.75
20/08/2018,3.67,3.94,3.99,4.37,3.71
21/08/2018,3.68,3.95,3.99,4.39,3.73
22/08/2018,3.67,3.94,4,4.39,3.72
23/08/2018,3.68,3.95,4,4.4,3.72
24/08/2018,3.69,3.96,4.01,4.4,3.73
27/08/2018,3.7,3.97,4.01,4.42,3.74
28/08/2018,3.73,3.99,4.05,4.45,3.76
29/08/2018,3.71,4,4.05,4.45,3.76
30/08/2018,3.71,4,4.04,4.46,3.76
31/08/2018,3.7,4.01,4.03,4.47,3.76
4/9/2018,3.75,4.07,4.07,4.51,3.8
5/9/2018,3.75,4.07,4.09,4.51,3.81
6/9/2018,3.73,4.04,4.07,4.46,3.79
7/9/2018,3.79,4.08,4.12,4.5,3.82
10/9/2018,3.78,4.09,4.11,4.5,3.83
11/9/2018,3.82,4.12,4.14,4.51,3.86
12/9/2018,3.8,4.1,4.13,4.49,3.85
13/09/2018,3.8,4.08,4.12,4.48,3.84
14/09/2018,3.8,4.1,4.13,4.49,3.86
17/09/2018,3.8,4.11,4.13,4.5,3.87
18/09/2018,3.83,4.12,4.16,4.53,3.89
19/09/2018,3.85,4.15,4.19,4.55,3.92
20/09/2018,3.84,4.14,4.17,4.52,3.91
21/09/2018,3.82,4.12,4.16,4.51,3.9
24/09/2018,3.83,4.13,4.16,4.52,3.9
25/09/2018,3.86,4.16,4.2,4.54,3.92
26/09/2018,3.83,4.12,4.15,4.5,3.9
27/09/2018,3.82,4.11,4.14,4.48,3.89
28/09/2018,3.82,4.11,4.14,4.48,3.89
1/10/2018,3.84,4.12,4.14,4.33,3.9
2/10/2018,3.82,4.1,4.13,4.32,3.9
3/10/2018,3.89,4.17,4.2,4.39,3.97
4/10/2018,3.93,4.2,4.24,4.42,4
5/10/2018,3.95,4.22,4.26,4.44,4.03
9/10/2018,3.95,4.22,4.25,4.44,4.02
10/10/2018,3.95,4.25,4.27,4.48,4.04
11/10/2018,3.9,4.21,4.21,4.41,3.97
12/10/2018,3.92,4.22,4.22,4.43,3.99
15/10/2018,3.92,4.25,4.25,4.44,4
16/10/2018,3.93,4.26,4.24,4.45,4
17/10/2018,3.95,4.3,4.26,4.47,4.04
18/10/2018,3.96,4.31,4.26,4.47,4.03
19/10/2018,3.97,4.33,4.29,4.5,4.05
22/10/2018,3.98,4.36,4.3,4.51,4.07
23/10/2018,3.98,4.38,4.31,4.52,4.07
24/10/2018,3.95,4.36,4.27,4.48,4.04
25/10/2018,3.94,4.35,4.29,4.49,4.03
26/10/2018,3.9,4.34,4.26,4.47,4.02
29/10/2018,3.9,4.31,4.27,4.46,4
30/10/2018,3.95,4.35,4.32,4.5,4.05
31/10/2018,3.98,4.36,4.36,4.53,4.1
1/11/2018,3.99,4.36,4.36,4.51,4.14
2/11/2018,4.04,4.39,4.42,4.54,4.18
5/11/2018,4.03,4.39,4.4,4.53,4.17
6/11/2018,4.02,4.38,4.4,4.5,4.15
7/11/2018,4.03,4.38,4.38,4.48,4.18
8/11/2018,4.03,4.38,4.41,4.5,4.19
9/11/2018,4.02,4.38,4.37,4.48,4.2
13/11/2018,3.99,4.37,4.39,4.47,4.22
14/11/2018,3.99,4.37,4.4,4.5,4.23
15/11/2018,4.01,4.4,4.46,4.54,4.28
16/11/2018,3.98,4.39,4.43,4.5,4.27
19/11/2018,3.98,4.38,4.44,4.49,4.27
20/11/2018,4,4.41,4.49,4.52,4.29
21/11/2018,4.02,4.42,4.5,4.51,4.23
23/11/2018,4.04,4.43,4.51,4.52,4.25
26/11/2018,4.04,4.43,4.52,4.51,4.24
27/11/2018,4.05,4.44,4.54,4.55,4.25
28/11/2018,4.07,4.45,4.55,4.54,4.24
29/11/2018,4.09,4.46,4.59,4.55,4.25
30/11/2018,4.2,4.48,4.61,4.55,4.26
3/12/2018,4.08,4.45,4.52,4.51,4.23
